5.532779837,13.91184282,34.22539507,11.97194616
-3.770796887,5.519214121,17.04340017,7.778257296
80.50679392,61.78906073,59.46241121,64.98718866
5.71460341,28.55768018,162.4367035,26.48068229
4.782216457,8.040649296,11.56086151,6.635209618
59.56187917,53.18834209,38.72696517,52.37207974
1.943510007,6.93254045,11.52997451,4.076070695
22.41010378,21.0198424,17.83833985,20.95824085
9.218725276,9.254369977,9.384440987,9.339083886
6.70605106,6.867463205,6.887207543,6.778734239
42.43016308,37.56050431,28.74081903,37.57993629
39.26220534,33.45525741,21.64900765,30.38872174
10.1506826,10.10760394,9.929023205,9.990940744
5.358900608,5.709854287,6.350811952,5.905455669
81.3159748,70.33467745,66.07663042,72.15363543
60.38121942,55.1983673,42.2706695,53.71398274
1.885137139,0.888281152,1.049952421,1.467706535
0.909492216,0.294734188,0.45151062,0.621506371
0.036011861,0.017873503,0.008251487,0.017264694
8199.073388,6209.581845,2473.271028,6589.1903
