10.25383479,20.10649006,36.00982422,16.59635099
6.169295079,6.587012003,5.021801509,6.795717215
77.29635196,53.5015687,60.33538903,59.48395703
5.82593401,38.7429743,167.4077237,41.67815975
5.888076781,6.840476305,6.870554032,5.4777233
12.47997909,11.06212685,15.74344718,15.64993029
1.30046061,4.010135614,5.807184916,2.705126429
7.432094402,5.842677446,6.463195358,6.291021585
0.065839273,0.07802731,0.117732923,0.108599188
0.341452002,0.318874658,0.369292231,0.284519139
20.43860454,16.47001609,16.82525699,19.56083198
10.3798407,9.473530529,10.41465944,11.11165639
0.0823209,0.100022941,0.183747384,0.155201689
0.395473865,0.411610911,0.345528548,0.415170033
7.170008134,10.98342283,13.60442181,12.74634578
13.36084191,11.26624104,15.93155473,15.7963132
2.109763239,1.534314479,1.139106967,1.538779538
1.521459402,1.089813551,0.962665974,1.15067293
0.115553331,0.069590588,0.042184785,0.056636257
17847.46484,10700.76507,7321.350021,13107.70602
