LAT,LONG,DEM
46.883333,-118.833333,472
46.600000,-118.833333,341
46.316667,-118.833333,235
46.033333,-118.833333,210
45.750000,-118.833333,480
45.466667,-118.833333,534
45.183333,-118.833333,1261
44.900000,-118.833333,1353
44.616667,-118.833333,1340
44.333333,-118.833333,1857
44.050000,-118.833333,1688
43.766667,-118.833333,1698
43.483333,-118.833333,1253
43.200000,-118.833333,1259
42.916667,-118.833333,1312
42.633333,-118.833333,1656
42.350000,-118.833333,1507
42.066667,-118.833333,1569
41.783333,-118.833333,1350
41.500000,-118.833333,1485
41.216667,-118.833333,1214
77.200000,-118.550000,12
76.916667,-118.550000,45
76.633333,-118.550000,42
76.350000,-118.550000,146
75.783333,-118.550000,249
74.083333,-118.550000,139
73.800000,-118.550000,265
73.516667,-118.550000,252
73.233333,-118.550000,153
72.950000,-118.550000,222
72.100000,-118.550000,28
71.816667,-118.550000,152
68.983333,-118.550000,152
68.700000,-118.550000,274
68.416667,-118.550000,427
68.133333,-118.550000,234
67.850000,-118.550000,281
67.566667,-118.550000,443
67.283333,-118.550000,391
67.000000,-118.550000,259
66.716667,-118.550000,320
66.433333,-118.550000,304
66.150000,-118.550000,156
65.866667,-118.550000,156
65.583333,-118.550000,282
65.300000,-118.550000,265
65.016667,-118.550000,180
64.733333,-118.550000,309
64.450000,-118.550000,340
64.166667,-118.550000,403
63.883333,-118.550000,309
63.600000,-118.550000,292
63.316667,-118.550000,265
63.033333,-118.550000,275
62.750000,-118.550000,238
62.466667,-118.550000,199
62.183333,-118.550000,570
61.900000,-118.550000,242
61.616667,-118.550000,200
61.333333,-118.550000,152
61.050000,-118.550000,268
60.766667,-118.550000,315
60.483333,-118.550000,293
60.200000,-118.550000,475
59.916667,-118.550000,630
59.633333,-118.550000,566
59.350000,-118.550000,676
59.066667,-118.550000,363
58.783333,-118.550000,332
58.500000,-118.550000,406
58.216667,-118.550000,724
57.933333,-118.550000,501
57.650000,-118.550000,729
57.366667,-118.550000,788
57.083333,-118.550000,839
56.800000,-118.550000,823
56.516667,-118.550000,897
56.233333,-118.550000,652
55.950000,-118.550000,551
55.666667,-118.550000,695
55.383333,-118.550000,690
55.100000,-118.550000,640
54.816667,-118.550000,623
54.533333,-118.550000,858
54.250000,-118.550000,1036
53.966667,-118.550000,1592
53.683333,-118.550000,1592
53.400000,-118.550000,1768
53.116667,-118.550000,1633
52.833333,-118.550000,1410
52.550000,-118.550000,1792
52.266667,-118.550000,728
51.983333,-118.550000,1259
51.700000,-118.550000,1270
51.416667,-118.550000,1436
51.133333,-118.550000,1148
50.850000,-118.550000,652
50.566667,-118.550000,1806
50.283333,-118.550000,1334
50.000000,-118.550000,1514
49.716667,-118.550000,2238
49.433333,-118.550000,1143
49.150000,-118.550000,962
48.866667,-118.550000,880
48.583333,-118.550000,1564
48.300000,-118.550000,1248
48.016667,-118.550000,815
47.733333,-118.550000,742
47.450000,-118.550000,626
47.166667,-118.550000,572
46.883333,-118.550000,556
46.600000,-118.550000,336
46.316667,-118.550000,276
46.033333,-118.550000,159
45.750000,-118.550000,490
45.466667,-118.550000,907
45.183333,-118.550000,1481
44.900000,-118.550000,1717
44.616667,-118.550000,1279
44.333333,-118.550000,1557
44.050000,-118.550000,1444
43.766667,-118.550000,1337
43.483333,-118.550000,1552
43.200000,-118.550000,1303
42.916667,-118.550000,1740
42.633333,-118.550000,1977
42.350000,-118.550000,1252
42.066667,-118.550000,1276
41.783333,-118.550000,1369
41.500000,-118.550000,1236
41.216667,-118.550000,2085
77.200000,-118.266667,20
76.916667,-118.266667,18
75.783333,-118.266667,157
74.083333,-118.266667,167
73.800000,-118.266667,214
73.516667,-118.266667,242
73.233333,-118.266667,153
72.950000,-118.266667,137
72.383333,-118.266667,89
72.100000,-118.266667,182
71.816667,-118.266667,256
70.966667,-118.266667,110
68.983333,-118.266667,122
68.700000,-118.266667,207
68.416667,-118.266667,335
68.133333,-118.266667,169
67.850000,-118.266667,238
67.566667,-118.266667,449
67.283333,-118.266667,317
67.000000,-118.266667,244
66.716667,-118.266667,314
66.433333,-118.266667,156
66.150000,-118.266667,156
65.866667,-118.266667,156
65.583333,-118.266667,305
65.300000,-118.266667,313
65.016667,-118.266667,180
64.733333,-118.266667,183
64.450000,-118.266667,327
64.166667,-118.266667,375
63.883333,-118.266667,316
63.600000,-118.266667,265
63.316667,-118.266667,265
63.033333,-118.266667,276
62.750000,-118.266667,250
62.466667,-118.266667,194
62.183333,-118.266667,504
61.900000,-118.266667,212
61.616667,-118.266667,163
61.333333,-118.266667,145
61.050000,-118.266667,200
60.766667,-118.266667,308
60.483333,-118.266667,285
60.200000,-118.266667,609
59.916667,-118.266667,702
59.633333,-118.266667,619
59.350000,-118.266667,458
59.066667,-118.266667,349
58.783333,-118.266667,345
58.500000,-118.266667,403
58.216667,-118.266667,632
57.933333,-118.266667,446
57.650000,-118.266667,755
57.366667,-118.266667,784
57.083333,-118.266667,742
56.800000,-118.266667,704
56.516667,-118.266667,830
56.233333,-118.266667,692
55.950000,-118.266667,589
55.666667,-118.266667,717
55.383333,-118.266667,633
55.100000,-118.266667,507
54.816667,-118.266667,742
54.533333,-118.266667,865
54.250000,-118.266667,1200
53.966667,-118.266667,1350
53.683333,-118.266667,1405
53.400000,-118.266667,2040
53.116667,-118.266667,1994
52.833333,-118.266667,1595
52.550000,-118.266667,2322
52.266667,-118.266667,2228
51.983333,-118.266667,2119
51.700000,-118.266667,2179
51.416667,-118.266667,1862
51.133333,-118.266667,1732
50.850000,-118.266667,1891
50.566667,-118.266667,1360
50.283333,-118.266667,1944
50.000000,-118.266667,1489
49.716667,-118.266667,1411
49.433333,-118.266667,1636
49.150000,-118.266667,415
48.866667,-118.266667,1035
48.583333,-118.266667,937
48.300000,-118.266667,584
48.016667,-118.266667,685
47.733333,-118.266667,641
47.450000,-118.266667,631
47.166667,-118.266667,589
46.883333,-118.266667,486
46.600000,-118.266667,295
46.316667,-118.266667,374
46.033333,-118.266667,350
45.750000,-118.266667,1117
45.466667,-118.266667,1075
45.183333,-118.266667,1490
44.900000,-118.266667,1944
44.616667,-118.266667,1297
44.333333,-118.266667,1887
44.050000,-118.266667,1433
43.766667,-118.266667,1378
43.483333,-118.266667,1348
43.200000,-118.266667,1355
42.916667,-118.266667,1274
42.633333,-118.266667,1467
42.350000,-118.266667,1316
42.066667,-118.266667,2298
41.783333,-118.266667,1336
41.500000,-118.266667,1258
41.216667,-118.266667,1265
77.200000,-117.983333,27
76.916667,-117.983333,39
75.783333,-117.983333,46
74.083333,-117.983333,261
73.800000,-117.983333,347
73.516667,-117.983333,305
73.233333,-117.983333,215
72.950000,-117.983333,152
72.666667,-117.983333,6
72.383333,-117.983333,82
72.100000,-117.983333,158
71.816667,-117.983333,156
71.533333,-117.983333,22
70.966667,-117.983333,208
68.983333,-117.983333,50
68.700000,-117.983333,192
68.416667,-117.983333,268
68.133333,-117.983333,193
67.850000,-117.983333,211
67.566667,-117.983333,421
67.283333,-117.983333,267
67.000000,-117.983333,304
66.716667,-117.983333,346
66.433333,-117.983333,156
66.150000,-117.983333,156
65.866667,-117.983333,297
65.583333,-117.983333,156
65.300000,-117.983333,304
65.016667,-117.983333,189
64.733333,-117.983333,288
64.450000,-117.983333,296
64.166667,-117.983333,352
63.883333,-117.983333,311
63.600000,-117.983333,271
63.316667,-117.983333,265
63.033333,-117.983333,274
62.750000,-117.983333,271
62.466667,-117.983333,221
62.183333,-117.983333,319
61.900000,-117.983333,188
61.616667,-117.983333,156
61.333333,-117.983333,148
61.050000,-117.983333,230
60.766667,-117.983333,288
60.483333,-117.983333,279
60.200000,-117.983333,638
59.916667,-117.983333,632
59.633333,-117.983333,704
59.350000,-117.983333,376
59.066667,-117.983333,344
58.783333,-117.983333,359
58.500000,-117.983333,433
58.216667,-117.983333,419
57.933333,-117.983333,430
57.650000,-117.983333,715
57.366667,-117.983333,617
57.083333,-117.983333,694
56.800000,-117.983333,668
56.516667,-117.983333,647
56.233333,-117.983333,653
55.950000,-117.983333,566
55.666667,-117.983333,599
55.383333,-117.983333,656
55.100000,-117.983333,542
54.816667,-117.983333,819
54.533333,-117.983333,963
54.250000,-117.983333,1161
53.966667,-117.983333,1189
53.683333,-117.983333,1382
53.400000,-117.983333,1409
53.116667,-117.983333,998
52.833333,-117.983333,1622
52.550000,-117.983333,2363
52.266667,-117.983333,1947
51.983333,-117.983333,1738
51.700000,-117.983333,1547
51.416667,-117.983333,2292
51.133333,-117.983333,1481
50.850000,-117.983333,667
50.566667,-117.983333,1174
50.283333,-117.983333,1092
50.000000,-117.983333,1949
49.716667,-117.983333,1755
49.433333,-117.983333,1032
49.150000,-117.983333,1346
48.866667,-117.983333,823
48.583333,-117.983333,468
48.300000,-117.983333,838
48.016667,-117.983333,827
47.733333,-117.983333,751
47.450000,-117.983333,686
47.166667,-117.983333,574
46.883333,-117.983333,490
46.600000,-117.983333,344
46.316667,-117.983333,487
46.033333,-117.983333,1160
45.750000,-117.983333,1391
45.466667,-117.983333,837
45.183333,-117.983333,1143
44.900000,-117.983333,1045
44.616667,-117.983333,1743
44.333333,-117.983333,1235
44.050000,-117.983333,1292
43.766667,-117.983333,1051
43.483333,-117.983333,1371
43.200000,-117.983333,1231
42.916667,-117.983333,1317
42.633333,-117.983333,1243
42.350000,-117.983333,1566
42.066667,-117.983333,1723
41.783333,-117.983333,1667
41.500000,-117.983333,1287
41.216667,-117.983333,1776
77.200000,-117.700000,29
76.916667,-117.700000,71
76.633333,-117.700000,85
76.350000,-117.700000,9
76.066667,-117.700000,21
74.083333,-117.700000,293
73.800000,-117.700000,318
73.516667,-117.700000,214
73.233333,-117.700000,229
72.666667,-117.700000,129
72.383333,-117.700000,229
72.100000,-117.700000,237
71.816667,-117.700000,295
71.533333,-117.700000,76
70.966667,-117.700000,385
70.683333,-117.700000,284
68.700000,-117.700000,183
68.416667,-117.700000,264
68.133333,-117.700000,187
67.850000,-117.700000,178
67.566667,-117.700000,349
67.283333,-117.700000,288
67.000000,-117.700000,609
66.716667,-117.700000,316
66.433333,-117.700000,304
66.150000,-117.700000,305
65.866667,-117.700000,156
65.583333,-117.700000,312
65.300000,-117.700000,304
65.016667,-117.700000,261
64.733333,-117.700000,205
64.450000,-117.700000,223
64.166667,-117.700000,290
63.883333,-117.700000,253
63.600000,-117.700000,283
63.316667,-117.700000,265
63.033333,-117.700000,271
62.750000,-117.700000,296
62.466667,-117.700000,223
62.183333,-117.700000,193
61.900000,-117.700000,166
61.616667,-117.700000,220
61.333333,-117.700000,148
61.050000,-117.700000,215
60.766667,-117.700000,237
60.483333,-117.700000,277
60.200000,-117.700000,644
59.916667,-117.700000,692
59.633333,-117.700000,569
59.350000,-117.700000,349
59.066667,-117.700000,334
58.783333,-117.700000,373
58.500000,-117.700000,398
58.216667,-117.700000,365
57.933333,-117.700000,391
57.650000,-117.700000,582
57.366667,-117.700000,653
57.083333,-117.700000,554
56.800000,-117.700000,591
56.516667,-117.700000,626
56.233333,-117.700000,641
55.950000,-117.700000,580
55.666667,-117.700000,483
55.383333,-117.700000,734
55.100000,-117.700000,719
54.816667,-117.700000,724
54.533333,-117.700000,846
54.250000,-117.700000,1174
53.966667,-117.700000,1213
53.683333,-117.700000,1219
53.400000,-117.700000,1203
53.116667,-117.700000,1511
52.833333,-117.700000,2252
52.550000,-117.700000,1317
52.266667,-117.700000,1537
51.983333,-117.700000,1280
51.700000,-117.700000,1008
51.416667,-117.700000,2576
51.133333,-117.700000,2212
50.850000,-117.700000,1781
50.566667,-117.700000,1834
50.283333,-117.700000,1028
50.000000,-117.700000,1985
49.716667,-117.700000,1778
49.433333,-117.700000,1555
49.150000,-117.700000,1230
48.866667,-117.700000,1002
48.583333,-117.700000,969
48.300000,-117.700000,647
48.016667,-117.700000,618
47.733333,-117.700000,738
47.450000,-117.700000,709
47.166667,-117.700000,560
46.883333,-117.700000,568
46.600000,-117.700000,366
46.316667,-117.700000,1098
46.033333,-117.700000,1359
45.750000,-117.700000,1318
45.466667,-117.700000,1147
45.183333,-117.700000,1499
44.900000,-117.700000,960
44.616667,-117.700000,1710
44.333333,-117.700000,1213
44.050000,-117.700000,1112
43.766667,-117.700000,844
43.483333,-117.700000,1361
43.200000,-117.700000,1221
42.916667,-117.700000,1155
42.633333,-117.700000,1202
42.350000,-117.700000,1681
42.066667,-117.700000,1445
41.783333,-117.700000,1391
41.500000,-117.700000,2277
41.216667,-117.700000,1407
77.200000,-117.416667,34
76.916667,-117.416667,95
76.633333,-117.416667,79
76.350000,-117.416667,87
75.216667,-117.416667,166
74.083333,-117.416667,305
73.800000,-117.416667,306
73.516667,-117.416667,162
73.233333,-117.416667,152
72.666667,-117.416667,134
72.383333,-117.416667,152
72.100000,-117.416667,158
71.816667,-117.416667,304
71.533333,-117.416667,149
70.966667,-117.416667,286
70.683333,-117.416667,46
68.700000,-117.416667,163
68.416667,-117.416667,243
68.133333,-117.416667,214
67.850000,-117.416667,183
67.566667,-117.416667,396
67.283333,-117.416667,444
67.000000,-117.416667,544
66.716667,-117.416667,313
66.433333,-117.416667,305
66.150000,-117.416667,301
65.866667,-117.416667,305
65.583333,-117.416667,304
65.300000,-117.416667,305
65.016667,-117.416667,305
64.733333,-117.416667,254
64.450000,-117.416667,239
64.166667,-117.416667,208
63.883333,-117.416667,213
63.600000,-117.416667,297
63.316667,-117.416667,286
63.033333,-117.416667,291
62.750000,-117.416667,293
62.466667,-117.416667,226
62.183333,-117.416667,195
61.900000,-117.416667,173
61.616667,-117.416667,177
61.333333,-117.416667,155
61.050000,-117.416667,189
60.766667,-117.416667,245
60.483333,-117.416667,277
60.200000,-117.416667,760
59.916667,-117.416667,712
59.633333,-117.416667,340
59.350000,-117.416667,337
59.066667,-117.416667,369
58.783333,-117.416667,363
58.500000,-117.416667,357
58.216667,-117.416667,341
57.933333,-117.416667,359
57.650000,-117.416667,724
57.366667,-117.416667,593
57.083333,-117.416667,367
56.800000,-117.416667,473
56.516667,-117.416667,598
56.233333,-117.416667,567
55.950000,-117.416667,571
55.666667,-117.416667,553
55.383333,-117.416667,644
55.100000,-117.416667,697
54.816667,-117.416667,740
54.533333,-117.416667,788
54.250000,-117.416667,1090
53.966667,-117.416667,1036
53.683333,-117.416667,1217
53.400000,-117.416667,1305
53.116667,-117.416667,1536
52.833333,-117.416667,1857
52.550000,-117.416667,2048
52.266667,-117.416667,2575
51.983333,-117.416667,1437
51.700000,-117.416667,2410
51.416667,-117.416667,2205
51.133333,-117.416667,2570
50.850000,-117.416667,1485
50.566667,-117.416667,717
50.283333,-117.416667,1391
50.000000,-117.416667,675
49.716667,-117.416667,1199
49.433333,-117.416667,1393
49.150000,-117.416667,1464
48.866667,-117.416667,1396
48.583333,-117.416667,971
48.300000,-117.416667,895
48.016667,-117.416667,683
47.733333,-117.416667,597
47.450000,-117.416667,724
47.166667,-117.416667,725
46.883333,-117.416667,678
46.600000,-117.416667,726
46.316667,-117.416667,1111
46.033333,-117.416667,1101
45.750000,-117.416667,1203
45.466667,-117.416667,1063
45.183333,-117.416667,2276
44.900000,-117.416667,1133
44.616667,-117.416667,979
44.333333,-117.416667,1116
44.050000,-117.416667,829
43.766667,-117.416667,909
43.483333,-117.416667,1079
43.200000,-117.416667,1409
42.916667,-117.416667,1269
42.633333,-117.416667,1360
42.350000,-117.416667,1571
42.066667,-117.416667,1857
41.783333,-117.416667,1986
41.500000,-117.416667,1441
41.216667,-117.416667,1725
77.200000,-117.133333,18
76.916667,-117.133333,89
76.633333,-117.133333,39
76.350000,-117.133333,61
75.216667,-117.133333,301
74.083333,-117.133333,284
73.800000,-117.133333,250
73.516667,-117.133333,245
73.233333,-117.133333,68
72.666667,-117.133333,86
72.383333,-117.133333,140
72.100000,-117.133333,152
71.816667,-117.133333,223
71.533333,-117.133333,155
70.966667,-117.133333,389
70.683333,-117.133333,141
69.833333,-117.133333,68
68.700000,-117.133333,143
68.416667,-117.133333,247
68.133333,-117.133333,252
67.850000,-117.133333,103
67.566667,-117.133333,457
67.283333,-117.133333,422
67.000000,-117.133333,556
66.716667,-117.133333,377
66.433333,-117.133333,322
66.150000,-117.133333,303
65.866667,-117.133333,305
65.583333,-117.133333,311
65.300000,-117.133333,306
65.016667,-117.133333,256
64.733333,-117.133333,304
64.450000,-117.133333,211
64.166667,-117.133333,196
63.883333,-117.133333,213
63.600000,-117.133333,273
63.316667,-117.133333,251
63.033333,-117.133333,273
62.750000,-117.133333,306
62.466667,-117.133333,285
62.183333,-117.133333,214
61.900000,-117.133333,191
61.616667,-117.133333,174
61.333333,-117.133333,162
61.050000,-117.133333,156
60.766667,-117.133333,240
60.483333,-117.133333,265
60.200000,-117.133333,743
59.916667,-117.133333,319
59.633333,-117.133333,295
59.350000,-117.133333,354
59.066667,-117.133333,401
58.783333,-117.133333,380
58.500000,-117.133333,329
58.216667,-117.133333,331
57.933333,-117.133333,274
57.650000,-117.133333,361
57.366667,-117.133333,416
57.083333,-117.133333,460
56.800000,-117.133333,507
56.516667,-117.133333,520
56.233333,-117.133333,558
55.950000,-117.133333,606
55.666667,-117.133333,577
55.383333,-117.133333,627
55.100000,-117.133333,649
54.816667,-117.133333,705
54.533333,-117.133333,800
54.250000,-117.133333,948
53.966667,-117.133333,1028
53.683333,-117.133333,1049
53.400000,-117.133333,1152
53.116667,-117.133333,1447
52.833333,-117.133333,1919
52.550000,-117.133333,2022
52.266667,-117.133333,2176
51.983333,-117.133333,2084
51.700000,-117.133333,2187
51.416667,-117.133333,1103
51.133333,-117.133333,2007
50.850000,-117.133333,1731
50.566667,-117.133333,2133
50.283333,-117.133333,2104
50.000000,-117.133333,1946
49.716667,-117.133333,2105
49.433333,-117.133333,1804
49.150000,-117.133333,1468
48.866667,-117.133333,1148
48.583333,-117.133333,1431
48.300000,-117.133333,1077
48.016667,-117.133333,1078
47.733333,-117.133333,727
47.450000,-117.133333,727
47.166667,-117.133333,779
46.883333,-117.133333,772
46.600000,-117.133333,832
46.316667,-117.133333,387
46.033333,-117.133333,374
45.750000,-117.133333,1286
45.466667,-117.133333,1394
45.183333,-117.133333,2373
44.900000,-117.133333,878
44.616667,-117.133333,1169
44.333333,-117.133333,1059
44.050000,-117.133333,849
43.766667,-117.133333,729
43.483333,-117.133333,1006
43.200000,-117.133333,1755
42.916667,-117.133333,1455
42.633333,-117.133333,1497
42.350000,-117.133333,1629
42.066667,-117.133333,1661
41.783333,-117.133333,1774
41.500000,-117.133333,1478
41.216667,-117.133333,1469
77.200000,-116.850000,15
76.916667,-116.850000,55
76.633333,-116.850000,28
75.783333,-116.850000,1
75.216667,-116.850000,254
73.800000,-116.850000,173
73.516667,-116.850000,152
73.233333,-116.850000,30
72.950000,-116.850000,22
72.666667,-116.850000,160
72.383333,-116.850000,162
72.100000,-116.850000,254
71.816667,-116.850000,297
71.533333,-116.850000,308
71.250000,-116.850000,383
70.966667,-116.850000,457
70.683333,-116.850000,173
70.116667,-116.850000,139
69.833333,-116.850000,121
68.700000,-116.850000,60
68.416667,-116.850000,272
68.133333,-116.850000,261
67.850000,-116.850000,81
67.566667,-116.850000,277
67.283333,-116.850000,310
67.000000,-116.850000,533
66.716667,-116.850000,416
66.433333,-116.850000,334
66.150000,-116.850000,331
65.866667,-116.850000,305
65.583333,-116.850000,433
65.300000,-116.850000,346
65.016667,-116.850000,308
64.733333,-116.850000,318
64.450000,-116.850000,302
64.166667,-116.850000,314
63.883333,-116.850000,237
63.600000,-116.850000,155
63.316667,-116.850000,283
63.033333,-116.850000,226
62.750000,-116.850000,252
62.466667,-116.850000,315
62.183333,-116.850000,213
61.900000,-116.850000,192
61.616667,-116.850000,180
61.333333,-116.850000,159
61.050000,-116.850000,156
60.766667,-116.850000,255
60.483333,-116.850000,280
60.200000,-116.850000,275
59.916667,-116.850000,301
59.633333,-116.850000,323
59.350000,-116.850000,383
59.066667,-116.850000,461
58.783333,-116.850000,428
58.500000,-116.850000,318
58.216667,-116.850000,330
57.933333,-116.850000,367
57.650000,-116.850000,390
57.366667,-116.850000,431
57.083333,-116.850000,535
56.800000,-116.850000,609
56.516667,-116.850000,572
56.233333,-116.850000,652
55.950000,-116.850000,612
55.666667,-116.850000,619
55.383333,-116.850000,599
55.100000,-116.850000,764
54.816667,-116.850000,746
54.533333,-116.850000,788
54.250000,-116.850000,971
53.966667,-116.850000,1039
53.683333,-116.850000,1086
53.400000,-116.850000,1065
53.116667,-116.850000,1334
52.833333,-116.850000,1589
52.550000,-116.850000,2239
52.266667,-116.850000,1954
51.983333,-116.850000,1619
51.700000,-116.850000,2773
51.416667,-116.850000,2606
51.133333,-116.850000,1275
50.850000,-116.850000,1863
50.566667,-116.850000,1980
50.283333,-116.850000,1932
50.000000,-116.850000,1172
49.716667,-116.850000,811
49.433333,-116.850000,963
49.150000,-116.850000,1203
48.866667,-116.850000,1757
48.583333,-116.850000,738
48.300000,-116.850000,744
48.016667,-116.850000,750
47.733333,-116.850000,692
47.450000,-116.850000,676
47.166667,-116.850000,913
46.883333,-116.850000,853
46.600000,-116.850000,870
46.316667,-116.850000,495
46.033333,-116.850000,1538
45.750000,-116.850000,1638
45.466667,-116.850000,1259
45.183333,-116.850000,1733
44.900000,-116.850000,560
44.616667,-116.850000,1331
44.333333,-116.850000,895
44.050000,-116.850000,763
43.766667,-116.850000,722
43.483333,-116.850000,776
43.200000,-116.850000,1703
42.916667,-116.850000,1537
42.633333,-116.850000,1787
42.350000,-116.850000,1537
42.066667,-116.850000,1636
41.783333,-116.850000,1615
41.500000,-116.850000,1697
41.216667,-116.850000,1837
77.483333,-116.566667,4
77.200000,-116.566667,9
76.916667,-116.566667,22
76.633333,-116.566667,123
76.066667,-116.566667,130
75.783333,-116.566667,59
75.216667,-116.566667,167
73.800000,-116.566667,148
73.516667,-116.566667,176
73.233333,-116.566667,55
72.950000,-116.566667,23
72.666667,-116.566667,151
72.383333,-116.566667,152
72.100000,-116.566667,215
71.816667,-116.566667,310
71.533333,-116.566667,304
71.250000,-116.566667,44
70.966667,-116.566667,480
70.683333,-116.566667,215
70.116667,-116.566667,234
69.833333,-116.566667,152
68.700000,-116.566667,91
68.416667,-116.566667,233
68.133333,-116.566667,236
67.850000,-116.566667,63
67.566667,-116.566667,260
67.283333,-116.566667,266
67.000000,-116.566667,586
66.716667,-116.566667,372
66.433333,-116.566667,360
66.150000,-116.566667,375
65.866667,-116.566667,338
65.583333,-116.566667,475
65.300000,-116.566667,331
65.016667,-116.566667,304
64.733333,-116.566667,310
64.450000,-116.566667,304
64.166667,-116.566667,304
63.883333,-116.566667,195
63.600000,-116.566667,295
63.316667,-116.566667,157
63.033333,-116.566667,176
62.750000,-116.566667,205
62.466667,-116.566667,225
62.183333,-116.566667,197
61.900000,-116.566667,192
61.616667,-116.566667,183
61.333333,-116.566667,157
61.050000,-116.566667,156
60.766667,-116.566667,202
60.483333,-116.566667,254
60.200000,-116.566667,247
59.916667,-116.566667,304
59.633333,-116.566667,354
59.350000,-116.566667,439
59.066667,-116.566667,582
58.783333,-116.566667,487
58.500000,-116.566667,318
58.216667,-116.566667,254
57.933333,-116.566667,615
57.650000,-116.566667,448
57.366667,-116.566667,462
57.083333,-116.566667,648
56.800000,-116.566667,668
56.516667,-116.566667,606
56.233333,-116.566667,663
55.950000,-116.566667,751
55.666667,-116.566667,676
55.383333,-116.566667,604
55.100000,-116.566667,742
54.816667,-116.566667,881
54.533333,-116.566667,817
54.250000,-116.566667,897
53.966667,-116.566667,1188
53.683333,-116.566667,964
53.400000,-116.566667,989
53.116667,-116.566667,1146
52.833333,-116.566667,1519
52.550000,-116.566667,1981
52.266667,-116.566667,2344
51.983333,-116.566667,1456
51.700000,-116.566667,2454
51.416667,-116.566667,1666
51.133333,-116.566667,1414
50.850000,-116.566667,1447
50.566667,-116.566667,2027
50.283333,-116.566667,1938
50.000000,-116.566667,2150
49.716667,-116.566667,1719
49.433333,-116.566667,1943
49.150000,-116.566667,534
48.866667,-116.566667,1535
48.583333,-116.566667,1465
48.300000,-116.566667,659
48.016667,-116.566667,906
47.733333,-116.566667,1185
47.450000,-116.566667,764
47.166667,-116.566667,1035
46.883333,-116.566667,1202
46.600000,-116.566667,782
46.316667,-116.566667,1091
46.033333,-116.566667,837
45.750000,-116.566667,510
45.466667,-116.566667,977
45.183333,-116.566667,2382
44.900000,-116.566667,1350
44.616667,-116.566667,966
44.333333,-116.566667,1053
44.050000,-116.566667,762
43.766667,-116.566667,798
43.483333,-116.566667,803
43.200000,-116.566667,904
42.916667,-116.566667,1898
42.633333,-116.566667,1746
42.350000,-116.566667,1646
42.066667,-116.566667,1580
41.783333,-116.566667,1590
41.500000,-116.566667,1679
41.216667,-116.566667,1680
77.483333,-116.283333,4
77.200000,-116.283333,1
76.633333,-116.283333,10
76.066667,-116.283333,119
75.783333,-116.283333,108
75.216667,-116.283333,38
73.800000,-116.283333,137
73.516667,-116.283333,112
72.950000,-116.283333,1
72.666667,-116.283333,234
72.383333,-116.283333,184
72.100000,-116.283333,155
71.816667,-116.283333,305
71.533333,-116.283333,168
71.250000,-116.283333,303
70.966667,-116.283333,486
70.683333,-116.283333,213
70.116667,-116.283333,274
69.833333,-116.283333,274
69.550000,-116.283333,91
68.700000,-116.283333,101
68.416667,-116.283333,205
68.133333,-116.283333,248
67.850000,-116.283333,56
67.566667,-116.283333,267
67.283333,-116.283333,451
67.000000,-116.283333,264
66.716667,-116.283333,305
66.433333,-116.283333,349
66.150000,-116.283333,444
65.866667,-116.283333,437
65.583333,-116.283333,470
65.300000,-116.283333,392
65.016667,-116.283333,323
64.733333,-116.283333,306
64.450000,-116.283333,303
64.166667,-116.283333,300
63.883333,-116.283333,237
63.600000,-116.283333,257
63.316667,-116.283333,156
63.033333,-116.283333,156
62.750000,-116.283333,164
62.466667,-116.283333,184
62.183333,-116.283333,200
61.900000,-116.283333,232
61.616667,-116.283333,250
61.333333,-116.283333,157
61.050000,-116.283333,156
60.766667,-116.283333,181
60.483333,-116.283333,182
60.200000,-116.283333,266
59.916667,-116.283333,305
59.633333,-116.283333,364
59.350000,-116.283333,552
59.066667,-116.283333,835
58.783333,-116.283333,510
58.500000,-116.283333,309
58.216667,-116.283333,303
57.933333,-116.283333,577
57.650000,-116.283333,680
57.366667,-116.283333,545
57.083333,-116.283333,636
56.800000,-116.283333,720
56.516667,-116.283333,632
56.233333,-116.283333,693
55.950000,-116.283333,709
55.666667,-116.283333,729
55.383333,-116.283333,601
55.100000,-116.283333,794
54.816667,-116.283333,936
54.533333,-116.283333,991
54.250000,-116.283333,827
53.966667,-116.283333,1174
53.683333,-116.283333,882
53.400000,-116.283333,1022
53.116667,-116.283333,1159
52.833333,-116.283333,1153
52.550000,-116.283333,1494
52.266667,-116.283333,1384
51.983333,-116.283333,2033
51.700000,-116.283333,2332
51.416667,-116.283333,2288
51.133333,-116.283333,2040
50.850000,-116.283333,1069
50.566667,-116.283333,1098
50.283333,-116.283333,2213
50.000000,-116.283333,2062
49.716667,-116.283333,1684
49.433333,-116.283333,1650
49.150000,-116.283333,776
48.866667,-116.283333,1116
48.583333,-116.283333,1282
48.300000,-116.283333,940
48.016667,-116.283333,1271
47.733333,-116.283333,1232
47.450000,-116.283333,1030
47.166667,-116.283333,1362
46.883333,-116.283333,1211
46.600000,-116.283333,466
46.316667,-116.283333,967
46.033333,-116.283333,1008
45.750000,-116.283333,697
45.466667,-116.283333,1200
45.183333,-116.283333,1224
44.900000,-116.283333,1312
44.616667,-116.283333,1616
44.333333,-116.283333,1346
44.050000,-116.283333,1099
43.766667,-116.283333,1062
43.483333,-116.283333,889
43.200000,-116.283333,929
42.916667,-116.283333,1020
42.633333,-116.283333,1815
42.350000,-116.283333,1708
42.066667,-116.283333,1731
41.783333,-116.283333,1589
