LAT,LONG,DEM
59.066667,-160.200000,31
56.233333,-160.200000,32
55.950000,-160.200000,499
55.666667,-160.200000,382
70.683333,-159.916667,6
70.116667,-159.916667,30
69.833333,-159.916667,34
69.550000,-159.916667,157
69.266667,-159.916667,185
68.983333,-159.916667,503
68.700000,-159.916667,663
68.416667,-159.916667,396
68.133333,-159.916667,224
67.850000,-159.916667,730
67.566667,-159.916667,261
67.283333,-159.916667,222
67.000000,-159.916667,11
66.716667,-159.916667,7
66.433333,-159.916667,1
66.150000,-159.916667,184
65.866667,-159.916667,164
65.583333,-159.916667,170
65.300000,-159.916667,418
65.016667,-159.916667,287
64.733333,-159.916667,253
64.450000,-159.916667,464
64.166667,-159.916667,472
63.883333,-159.916667,707
63.600000,-159.916667,490
63.316667,-159.916667,610
63.033333,-159.916667,60
62.750000,-159.916667,21
62.466667,-159.916667,16
62.183333,-159.916667,105
61.900000,-159.916667,30
61.616667,-159.916667,58
61.333333,-159.916667,39
61.050000,-159.916667,294
60.766667,-159.916667,365
60.483333,-159.916667,610
60.200000,-159.916667,532
59.916667,-159.916667,851
59.633333,-159.916667,321
59.350000,-159.916667,53
59.066667,-159.916667,79
58.783333,-159.916667,51
56.233333,-159.916667,122
55.950000,-159.916667,1255
70.683333,-159.633333,15
70.400000,-159.633333,20
70.116667,-159.633333,8
69.833333,-159.633333,60
69.550000,-159.633333,119
69.266667,-159.633333,305
68.983333,-159.633333,504
68.700000,-159.633333,788
68.416667,-159.633333,481
68.133333,-159.633333,226
67.850000,-159.633333,565
67.566667,-159.633333,729
67.283333,-159.633333,58
67.000000,-159.633333,185
66.716667,-159.633333,16
66.433333,-159.633333,5
66.150000,-159.633333,245
65.866667,-159.633333,216
65.583333,-159.633333,105
65.300000,-159.633333,358
65.016667,-159.633333,472
64.733333,-159.633333,543
64.450000,-159.633333,769
64.166667,-159.633333,470
63.883333,-159.633333,428
63.600000,-159.633333,133
63.316667,-159.633333,23
63.033333,-159.633333,23
62.750000,-159.633333,16
62.466667,-159.633333,15
62.183333,-159.633333,17
61.900000,-159.633333,15
61.616667,-159.633333,182
61.333333,-159.633333,43
61.050000,-159.633333,1014
60.766667,-159.633333,490
60.483333,-159.633333,526
60.200000,-159.633333,812
59.916667,-159.633333,1047
59.633333,-159.633333,85
59.350000,-159.633333,189
59.066667,-159.633333,307
56.516667,-159.633333,7
56.233333,-159.633333,449
55.950000,-159.633333,47
55.666667,-159.633333,107
55.100000,-159.633333,69
70.683333,-159.350000,31
70.400000,-159.350000,17
70.116667,-159.350000,11
69.833333,-159.350000,63
69.550000,-159.350000,120
69.266667,-159.350000,177
68.983333,-159.350000,496
68.700000,-159.350000,725
68.416667,-159.350000,434
68.133333,-159.350000,372
67.850000,-159.350000,587
67.566667,-159.350000,287
67.283333,-159.350000,58
67.000000,-159.350000,130
66.716667,-159.350000,40
66.433333,-159.350000,29
66.150000,-159.350000,114
65.866667,-159.350000,245
65.583333,-159.350000,321
65.300000,-159.350000,418
65.016667,-159.350000,637
64.733333,-159.350000,562
64.450000,-159.350000,590
64.166667,-159.350000,239
63.883333,-159.350000,120
63.600000,-159.350000,44
63.316667,-159.350000,45
63.033333,-159.350000,131
62.750000,-159.350000,125
62.466667,-159.350000,60
62.183333,-159.350000,60
61.900000,-159.350000,73
61.616667,-159.350000,55
61.333333,-159.350000,54
61.050000,-159.350000,232
60.766667,-159.350000,490
60.483333,-159.350000,780
60.200000,-159.350000,601
59.916667,-159.350000,410
59.633333,-159.350000,595
59.350000,-159.350000,460
59.066667,-159.350000,457
58.783333,-159.350000,23
56.516667,-159.350000,28
56.233333,-159.350000,2005
55.950000,-159.350000,469
70.683333,-159.066667,17
70.400000,-159.066667,17
70.116667,-159.066667,19
69.833333,-159.066667,95
69.550000,-159.066667,149
69.266667,-159.066667,310
68.983333,-159.066667,485
68.700000,-159.066667,691
68.416667,-159.066667,408
68.133333,-159.066667,365
67.850000,-159.066667,610
67.566667,-159.066667,855
67.283333,-159.066667,64
67.000000,-159.066667,125
66.716667,-159.066667,35
66.433333,-159.066667,25
66.150000,-159.066667,92
65.866667,-159.066667,197
65.583333,-159.066667,365
65.300000,-159.066667,458
65.016667,-159.066667,470
64.733333,-159.066667,548
64.450000,-159.066667,266
64.166667,-159.066667,173
63.883333,-159.066667,30
63.600000,-159.066667,93
63.316667,-159.066667,133
63.033333,-159.066667,28
62.750000,-159.066667,174
62.466667,-159.066667,121
62.183333,-159.066667,59
61.900000,-159.066667,227
61.616667,-159.066667,185
61.333333,-159.066667,92
61.050000,-159.066667,124
60.766667,-159.066667,226
60.483333,-159.066667,500
60.200000,-159.066667,182
59.916667,-159.066667,140
59.633333,-159.066667,165
59.350000,-159.066667,453
59.066667,-159.066667,38
58.783333,-159.066667,4
58.500000,-159.066667,3
56.516667,-159.066667,16
56.233333,-159.066667,440
55.950000,-159.066667,372
70.683333,-158.783333,23
70.400000,-158.783333,30
70.116667,-158.783333,34
69.833333,-158.783333,76
69.550000,-158.783333,120
69.266667,-158.783333,359
68.983333,-158.783333,388
68.700000,-158.783333,730
68.416667,-158.783333,514
68.133333,-158.783333,411
67.850000,-158.783333,461
67.566667,-158.783333,792
67.283333,-158.783333,119
67.000000,-158.783333,133
66.716667,-158.783333,20
66.433333,-158.783333,25
66.150000,-158.783333,171
65.866667,-158.783333,323
65.583333,-158.783333,463
65.300000,-158.783333,425
65.016667,-158.783333,365
64.733333,-158.783333,245
64.450000,-158.783333,464
64.166667,-158.783333,60
63.883333,-158.783333,35
63.600000,-158.783333,60
63.316667,-158.783333,78
63.033333,-158.783333,19
62.750000,-158.783333,76
62.466667,-158.783333,182
62.183333,-158.783333,164
61.900000,-158.783333,182
61.616667,-158.783333,239
61.333333,-158.783333,355
61.050000,-158.783333,609
60.766667,-158.783333,304
60.483333,-158.783333,684
60.200000,-158.783333,230
59.916667,-158.783333,95
59.633333,-158.783333,44
59.350000,-158.783333,13
59.066667,-158.783333,5
58.783333,-158.783333,12
58.500000,-158.783333,18
56.516667,-158.783333,666
56.233333,-158.783333,14
70.683333,-158.500000,20
70.400000,-158.500000,30
70.116667,-158.500000,38
69.833333,-158.500000,60
69.550000,-158.500000,157
69.266667,-158.500000,365
68.983333,-158.500000,453
68.700000,-158.500000,543
68.416667,-158.500000,631
68.133333,-158.500000,385
67.850000,-158.500000,405
67.566667,-158.500000,618
67.283333,-158.500000,36
67.000000,-158.500000,271
66.716667,-158.500000,20
66.433333,-158.500000,40
66.150000,-158.500000,230
65.866667,-158.500000,395
65.583333,-158.500000,275
65.300000,-158.500000,217
65.016667,-158.500000,310
64.733333,-158.500000,244
64.450000,-158.500000,31
64.166667,-158.500000,111
63.883333,-158.500000,123
63.600000,-158.500000,30
63.316667,-158.500000,52
63.033333,-158.500000,42
62.750000,-158.500000,52
62.466667,-158.500000,121
62.183333,-158.500000,67
61.900000,-158.500000,182
61.616667,-158.500000,182
61.333333,-158.500000,761
61.050000,-158.500000,405
60.766667,-158.500000,426
60.483333,-158.500000,312
60.200000,-158.500000,220
59.916667,-158.500000,117
59.633333,-158.500000,38
59.350000,-158.500000,49
59.066667,-158.500000,28
57.083333,-158.500000,35
56.800000,-158.500000,18
56.516667,-158.500000,722
56.233333,-158.500000,48
70.683333,-158.216667,15
70.400000,-158.216667,30
70.116667,-158.216667,40
69.833333,-158.216667,83
69.550000,-158.216667,130
69.266667,-158.216667,372
68.983333,-158.216667,375
68.700000,-158.216667,610
68.416667,-158.216667,800
68.133333,-158.216667,439
67.850000,-158.216667,374
67.566667,-158.216667,769
67.283333,-158.216667,94
67.000000,-158.216667,64
66.716667,-158.216667,20
66.433333,-158.216667,50
66.150000,-158.216667,185
65.866667,-158.216667,185
65.583333,-158.216667,444
65.300000,-158.216667,434
65.016667,-158.216667,305
64.733333,-158.216667,58
64.450000,-158.216667,31
64.166667,-158.216667,59
63.883333,-158.216667,106
63.600000,-158.216667,28
63.316667,-158.216667,29
63.033333,-158.216667,24
62.750000,-158.216667,250
62.466667,-158.216667,42
62.183333,-158.216667,186
61.900000,-158.216667,235
61.616667,-158.216667,136
61.333333,-158.216667,224
61.050000,-158.216667,406
60.766667,-158.216667,337
60.483333,-158.216667,410
60.200000,-158.216667,300
59.916667,-158.216667,101
59.633333,-158.216667,107
59.350000,-158.216667,166
59.066667,-158.216667,5
58.783333,-158.216667,20
57.083333,-158.216667,54
56.800000,-158.216667,147
56.516667,-158.216667,105
70.683333,-157.933333,17
70.400000,-157.933333,15
70.116667,-157.933333,44
69.833333,-157.933333,78
69.550000,-157.933333,89
69.266667,-157.933333,363
68.983333,-157.933333,365
68.700000,-157.933333,490
68.416667,-157.933333,610
68.133333,-157.933333,426
67.850000,-157.933333,351
67.566667,-157.933333,571
67.283333,-157.933333,377
67.000000,-157.933333,51
66.716667,-157.933333,114
66.433333,-157.933333,106
66.150000,-157.933333,242
65.866667,-157.933333,118
65.583333,-157.933333,238
65.300000,-157.933333,305
65.016667,-157.933333,194
64.733333,-157.933333,38
64.450000,-157.933333,31
64.166667,-157.933333,646
63.883333,-157.933333,45
63.600000,-157.933333,27
63.316667,-157.933333,31
63.033333,-157.933333,27
62.750000,-157.933333,64
62.466667,-157.933333,365
62.183333,-157.933333,243
61.900000,-157.933333,222
61.616667,-157.933333,159
61.333333,-157.933333,670
61.050000,-157.933333,194
60.766667,-157.933333,146
60.483333,-157.933333,365
60.200000,-157.933333,231
59.916667,-157.933333,90
59.633333,-157.933333,228
59.350000,-157.933333,45
59.066667,-157.933333,39
58.783333,-157.933333,53
57.366667,-157.933333,5
57.083333,-157.933333,45
56.800000,-157.933333,255
56.516667,-157.933333,296
70.683333,-157.650000,15
70.400000,-157.650000,16
70.116667,-157.650000,42
69.833333,-157.650000,63
69.550000,-157.650000,90
69.266667,-157.650000,366
68.983333,-157.650000,369
68.700000,-157.650000,461
68.416667,-157.650000,839
68.133333,-157.650000,646
67.850000,-157.650000,481
67.566667,-157.650000,586
67.283333,-157.650000,60
67.000000,-157.650000,30
66.716667,-157.650000,113
66.433333,-157.650000,316
66.150000,-157.650000,121
65.866667,-157.650000,68
65.583333,-157.650000,136
65.300000,-157.650000,39
65.016667,-157.650000,67
64.733333,-157.650000,74
64.450000,-157.650000,38
64.166667,-157.650000,379
63.883333,-157.650000,36
63.600000,-157.650000,41
63.316667,-157.650000,160
63.033333,-157.650000,60
62.750000,-157.650000,426
62.466667,-157.650000,304
62.183333,-157.650000,243
61.900000,-157.650000,259
61.616667,-157.650000,138
61.333333,-157.650000,160
61.050000,-157.650000,97
60.766667,-157.650000,329
60.483333,-157.650000,332
60.200000,-157.650000,204
59.916667,-157.650000,90
59.633333,-157.650000,155
59.350000,-157.650000,35
59.066667,-157.650000,26
58.783333,-157.650000,61
57.650000,-157.650000,3
57.366667,-157.650000,3
57.083333,-157.650000,169
56.800000,-157.650000,13
70.966667,-157.366667,23
70.683333,-157.366667,27
70.400000,-157.366667,15
70.116667,-157.366667,42
69.833333,-157.366667,60
69.550000,-157.366667,127
69.266667,-157.366667,295
68.983333,-157.366667,388
68.700000,-157.366667,490
68.416667,-157.366667,617
68.133333,-157.366667,628
67.850000,-157.366667,464
67.566667,-157.366667,935
67.283333,-157.366667,139
67.000000,-157.366667,52
66.716667,-157.366667,126
66.433333,-157.366667,190
66.150000,-157.366667,105
65.866667,-157.366667,60
65.583333,-157.366667,131
65.300000,-157.366667,75
65.016667,-157.366667,36
64.733333,-157.366667,138
64.450000,-157.366667,514
64.166667,-157.366667,293
63.883333,-157.366667,54
63.600000,-157.366667,31
63.316667,-157.366667,130
63.033333,-157.366667,203
62.750000,-157.366667,228
62.466667,-157.366667,561
62.183333,-157.366667,144
61.900000,-157.366667,232
61.616667,-157.366667,121
61.333333,-157.366667,129
61.050000,-157.366667,125
60.766667,-157.366667,304
60.483333,-157.366667,318
60.200000,-157.366667,138
59.916667,-157.366667,99
59.633333,-157.366667,91
59.350000,-157.366667,30
