LAT,LONG,KPN
81.166667,-73.500000,62
81.166667,-73.216667,62
81.166667,-72.933333,62
81.166667,-72.650000,62
81.166667,-72.366667,62
81.166667,-72.083333,62
81.166667,-71.800000,62
81.166667,-71.516667,62
81.166667,-71.233333,62
81.166667,-70.950000,62
81.166667,-70.666667,62
81.166667,-70.383333,62
81.166667,-70.100000,62
81.166667,-69.533333,62
81.166667,-69.250000,62
81.166667,-68.966667,62
81.166667,-68.683333,62
81.166667,-68.400000,62
81.166667,-68.116667,62
81.166667,-67.833333,62
81.166667,-67.550000,62
81.166667,-67.266667,62
81.166667,-66.983333,62
81.166667,-66.700000,62
81.166667,-66.416667,62
80.883333,-95.033333,62
80.883333,-94.750000,62
80.883333,-94.466667,62
80.883333,-94.183333,62
80.883333,-93.900000,62
80.883333,-93.616667,62
80.883333,-93.333333,62
80.883333,-93.050000,62
80.883333,-92.766667,62
80.883333,-92.483333,62
80.883333,-92.200000,62
80.883333,-91.916667,62
80.883333,-91.633333,62
80.883333,-89.366667,62
80.883333,-89.083333,62
80.883333,-88.800000,62
80.883333,-88.516667,62
80.883333,-88.233333,62
80.883333,-87.950000,62
80.883333,-87.666667,62
80.883333,-87.383333,62
80.883333,-87.100000,62
80.883333,-86.816667,62
80.883333,-86.533333,62
80.883333,-85.683333,62
80.883333,-85.400000,62
80.883333,-85.116667,62
80.883333,-84.833333,62
80.883333,-84.550000,62
80.883333,-84.266667,62
80.883333,-83.983333,62
80.883333,-83.700000,62
80.883333,-83.416667,62
80.883333,-83.133333,62
80.883333,-82.850000,62
80.883333,-82.566667,62
80.883333,-82.283333,62
80.883333,-82.000000,62
80.883333,-81.716667,62
80.883333,-81.433333,62
80.883333,-81.150000,62
80.883333,-80.866667,62
80.883333,-80.583333,62
80.883333,-80.300000,62
80.883333,-80.016667,62
80.883333,-79.733333,62
80.883333,-79.450000,62
80.883333,-78.883333,62
80.883333,-78.600000,62
80.883333,-76.333333,62
80.883333,-76.050000,62
80.883333,-75.766667,62
80.883333,-75.483333,62
80.883333,-75.200000,62
80.883333,-74.916667,62
80.883333,-74.633333,62
80.883333,-74.350000,62
80.883333,-74.066667,62
80.883333,-73.783333,62
80.883333,-73.500000,62
80.883333,-73.216667,62
80.883333,-72.933333,62
80.883333,-72.650000,62
80.883333,-72.366667,62
80.883333,-72.083333,62
80.883333,-71.800000,62
80.883333,-71.516667,62
80.883333,-71.233333,62
80.883333,-70.950000,62
80.883333,-70.666667,62
80.883333,-70.383333,62
80.883333,-70.100000,62
80.883333,-69.816667,62
80.883333,-69.533333,62
80.883333,-69.250000,62
80.883333,-68.966667,62
80.883333,-68.683333,62
80.883333,-68.400000,62
80.883333,-68.116667,62
80.883333,-67.833333,62
80.600000,-94.183333,62
80.600000,-93.900000,62
80.600000,-93.616667,62
80.600000,-93.333333,62
80.600000,-93.050000,62
80.600000,-92.766667,62
80.600000,-92.483333,62
80.600000,-92.200000,62
80.600000,-91.916667,62
80.600000,-91.633333,62
80.600000,-91.350000,62
80.600000,-91.066667,62
80.600000,-90.783333,62
80.600000,-86.533333,62
80.600000,-86.250000,62
80.600000,-85.966667,62
80.600000,-85.400000,62
80.600000,-85.116667,62
80.600000,-84.833333,62
80.600000,-84.550000,62
80.600000,-84.266667,62
80.600000,-83.983333,62
80.600000,-83.133333,62
80.600000,-82.850000,62
80.600000,-82.566667,62
80.600000,-82.283333,62
80.600000,-82.000000,62
80.600000,-81.716667,62
80.600000,-79.733333,62
80.600000,-78.033333,62
80.600000,-77.750000,62
80.600000,-77.466667,62
80.600000,-77.183333,62
80.600000,-76.900000,62
80.600000,-76.616667,62
80.600000,-76.333333,62
80.600000,-76.050000,62
80.600000,-75.766667,62
80.600000,-75.483333,62
80.600000,-75.200000,62
80.600000,-74.916667,62
80.600000,-74.633333,62
80.600000,-74.350000,62
80.600000,-74.066667,62
80.600000,-73.783333,62
80.600000,-73.500000,62
80.600000,-73.216667,62
80.600000,-72.933333,62
80.600000,-72.650000,62
80.600000,-72.366667,62
80.600000,-72.083333,62
80.600000,-71.800000,62
80.600000,-71.516667,62
80.600000,-71.233333,62
80.600000,-70.950000,62
80.600000,-70.666667,62
80.600000,-70.383333,62
80.600000,-70.100000,62
80.600000,-69.816667,62
80.600000,-69.533333,62
80.600000,-69.250000,62
80.600000,-68.966667,62
80.316667,-96.450000,62
80.316667,-96.166667,62
80.316667,-95.883333,62
80.316667,-95.600000,62
80.316667,-95.316667,62
80.316667,-95.033333,62
80.316667,-94.750000,62
80.316667,-94.466667,62
80.316667,-94.183333,62
80.316667,-93.900000,62
80.316667,-93.616667,62
80.316667,-93.333333,62
80.316667,-93.050000,62
80.316667,-92.766667,62
80.316667,-92.483333,62
80.316667,-92.200000,62
80.316667,-91.916667,62
80.316667,-91.633333,62
80.316667,-91.350000,62
80.316667,-91.066667,62
80.316667,-90.783333,62
80.316667,-90.500000,62
80.316667,-90.216667,62
80.316667,-89.933333,62
80.316667,-89.650000,62
80.316667,-89.366667,62
80.316667,-88.516667,62
80.316667,-88.233333,62
80.316667,-87.950000,62
80.316667,-87.666667,62
80.316667,-86.250000,62
80.316667,-85.966667,62
80.316667,-83.133333,62
80.316667,-82.850000,62
80.316667,-82.566667,62
80.316667,-82.283333,62
80.316667,-82.000000,62
80.316667,-81.716667,62
80.316667,-81.433333,62
80.316667,-81.150000,62
80.316667,-80.866667,62
80.316667,-80.583333,62
80.316667,-80.300000,62
80.316667,-80.016667,62
80.316667,-79.733333,62
80.316667,-79.450000,62
80.316667,-79.166667,62
80.316667,-78.883333,62
80.316667,-78.600000,62
80.316667,-78.316667,62
80.316667,-78.033333,62
80.316667,-77.750000,62
80.316667,-77.466667,62
80.316667,-77.183333,62
80.316667,-76.900000,62
80.316667,-76.616667,62
80.316667,-76.333333,62
80.316667,-76.050000,62
80.316667,-75.766667,62
80.316667,-75.483333,62
80.316667,-75.200000,62
80.316667,-74.916667,62
80.316667,-74.633333,62
80.316667,-74.350000,62
80.316667,-74.066667,62
80.316667,-73.783333,62
80.316667,-73.500000,62
80.316667,-73.216667,62
80.316667,-72.933333,62
80.316667,-72.650000,62
80.316667,-72.366667,62
80.316667,-72.083333,62
80.316667,-71.800000,62
80.316667,-71.516667,62
80.316667,-71.233333,62
80.316667,-70.950000,62
80.316667,-70.666667,62
80.316667,-70.383333,62
80.033333,-100.133333,62
80.033333,-99.850000,62
80.033333,-99.566667,62
80.033333,-99.283333,62
80.033333,-99.000000,62
80.033333,-96.450000,62
80.033333,-96.166667,62
80.033333,-95.883333,62
80.033333,-95.600000,62
80.033333,-95.033333,62
80.033333,-94.466667,62
80.033333,-94.183333,62
80.033333,-93.900000,62
80.033333,-93.616667,62
80.033333,-93.333333,62
80.033333,-93.050000,62
80.033333,-92.766667,62
80.033333,-92.483333,62
80.033333,-92.200000,62
80.033333,-91.916667,62
80.033333,-91.633333,62
80.033333,-91.350000,62
80.033333,-91.066667,62
80.033333,-90.783333,62
80.033333,-90.500000,62
80.033333,-90.216667,62
80.033333,-89.933333,62
80.033333,-89.650000,62
80.033333,-89.366667,62
80.033333,-89.083333,62
80.033333,-88.800000,62
80.033333,-88.516667,62
80.033333,-88.233333,62
80.033333,-87.950000,62
80.033333,-87.666667,62
80.033333,-87.383333,62
80.033333,-86.533333,62
80.033333,-86.250000,62
80.033333,-85.966667,62
80.033333,-85.683333,62
80.033333,-85.400000,62
80.033333,-85.116667,62
80.033333,-84.833333,62
80.033333,-84.550000,62
80.033333,-84.266667,62
80.033333,-83.983333,62
80.033333,-83.700000,62
80.033333,-83.416667,62
80.033333,-83.133333,62
80.033333,-82.000000,62
80.033333,-81.716667,62
80.033333,-81.433333,62
80.033333,-81.150000,62
80.033333,-80.866667,62
80.033333,-80.583333,62
80.033333,-80.300000,62
80.033333,-80.016667,62
80.033333,-79.733333,62
80.033333,-79.450000,62
80.033333,-79.166667,62
80.033333,-78.883333,62
80.033333,-78.600000,62
80.033333,-78.316667,62
80.033333,-78.033333,62
80.033333,-77.750000,62
80.033333,-77.466667,62
80.033333,-77.183333,62
80.033333,-76.900000,62
80.033333,-76.616667,62
80.033333,-76.333333,62
80.033333,-76.050000,62
80.033333,-75.766667,62
80.033333,-75.483333,62
80.033333,-75.200000,62
80.033333,-74.916667,62
80.033333,-74.633333,62
80.033333,-74.350000,62
80.033333,-74.066667,62
80.033333,-73.783333,62
80.033333,-73.500000,62
80.033333,-73.216667,62
80.033333,-72.933333,62
80.033333,-72.650000,62
80.033333,-72.366667,62
80.033333,-72.083333,62
80.033333,-71.800000,62
80.033333,-71.516667,62
80.033333,-71.233333,62
80.033333,-70.950000,62
80.033333,-70.666667,62
79.750000,-99.283333,62
79.750000,-99.000000,62
79.750000,-98.716667,62
79.750000,-96.166667,62
79.750000,-95.883333,62
79.750000,-95.600000,62
79.750000,-95.316667,62
79.750000,-95.033333,62
79.750000,-94.750000,62
79.750000,-94.466667,62
79.750000,-94.183333,62
79.750000,-93.900000,62
79.750000,-93.616667,62
79.750000,-93.333333,62
79.750000,-93.050000,62
79.750000,-92.766667,62
79.750000,-92.483333,62
79.750000,-92.200000,62
79.750000,-91.916667,62
79.750000,-91.633333,62
79.750000,-91.350000,62
79.750000,-91.066667,62
79.750000,-90.783333,62
79.750000,-90.500000,62
79.750000,-90.216667,62
79.750000,-89.933333,62
79.750000,-89.650000,62
79.750000,-89.366667,62
79.750000,-89.083333,62
79.750000,-88.800000,62
79.750000,-88.516667,62
79.750000,-88.233333,62
79.750000,-87.950000,62
79.750000,-87.666667,62
79.750000,-87.383333,62
79.750000,-87.100000,62
79.750000,-86.250000,62
79.750000,-85.966667,62
79.750000,-85.683333,62
79.750000,-85.400000,62
79.750000,-85.116667,62
79.750000,-84.833333,62
79.750000,-84.550000,62
79.750000,-84.266667,62
79.750000,-83.983333,62
79.750000,-83.700000,62
79.750000,-83.416667,62
79.750000,-83.133333,62
79.750000,-82.850000,62
79.750000,-82.566667,62
79.750000,-82.283333,62
79.750000,-81.433333,62
79.750000,-81.150000,62
79.750000,-80.866667,62
79.750000,-80.583333,62
79.750000,-80.300000,62
79.750000,-80.016667,62
79.750000,-79.733333,62
79.750000,-79.450000,62
79.750000,-79.166667,62
79.750000,-78.883333,62
79.750000,-78.600000,62
79.750000,-78.316667,62
79.750000,-78.033333,62
79.750000,-77.750000,62
79.750000,-77.466667,62
79.750000,-77.183333,62
79.750000,-76.900000,62
79.750000,-76.616667,62
79.750000,-76.333333,62
79.750000,-76.050000,62
79.750000,-75.766667,62
79.750000,-75.483333,62
79.750000,-75.200000,62
79.750000,-74.916667,62
79.750000,-74.633333,62
79.750000,-74.350000,62
79.750000,-74.066667,62
79.750000,-73.783333,62
79.750000,-72.933333,62
79.750000,-72.650000,62
79.750000,-72.366667,62
79.750000,-72.083333,62
79.750000,-71.800000,62
79.750000,-71.516667,62
79.466667,-95.600000,62
79.466667,-95.316667,62
79.466667,-95.033333,62
79.466667,-94.750000,62
79.466667,-94.466667,62
79.466667,-94.183333,62
79.466667,-93.900000,62
79.466667,-93.616667,62
79.466667,-93.333333,62
79.466667,-93.050000,62
79.466667,-92.766667,62
79.466667,-92.483333,62
79.466667,-92.200000,62
79.466667,-91.916667,62
79.466667,-91.633333,62
79.466667,-91.350000,62
79.466667,-91.066667,62
79.466667,-90.783333,62
79.466667,-90.500000,62
79.466667,-90.216667,62
79.466667,-89.933333,62
79.466667,-89.650000,62
79.466667,-89.366667,62
79.466667,-89.083333,62
79.466667,-88.800000,62
79.466667,-88.516667,62
79.466667,-88.233333,62
79.466667,-87.950000,62
79.466667,-87.666667,62
79.466667,-87.383333,62
79.466667,-87.100000,62
79.466667,-86.816667,62
79.466667,-86.533333,62
79.466667,-86.250000,62
79.466667,-85.966667,62
79.466667,-85.683333,62
79.466667,-84.550000,62
79.466667,-84.266667,62
79.466667,-83.983333,62
79.466667,-83.700000,62
79.466667,-83.416667,62
79.466667,-83.133333,62
79.466667,-82.850000,62
79.466667,-82.566667,62
79.466667,-82.283333,62
79.466667,-82.000000,62
79.466667,-81.716667,62
79.466667,-81.433333,62
79.466667,-81.150000,62
79.466667,-80.866667,62
79.466667,-80.583333,62
79.466667,-80.300000,62
79.466667,-80.016667,62
79.466667,-79.733333,62
79.466667,-79.450000,62
79.466667,-79.166667,62
79.466667,-78.883333,62
79.466667,-78.600000,62
79.466667,-78.316667,62
79.466667,-78.033333,62
79.466667,-77.750000,62
79.466667,-77.466667,62
79.466667,-77.183333,62
79.466667,-76.900000,62
79.466667,-76.616667,62
79.466667,-76.050000,62
79.466667,-75.766667,62
79.466667,-75.483333,62
79.466667,-75.200000,62
79.466667,-74.633333,62
79.466667,-74.350000,62
79.466667,-74.066667,62
79.183333,-105.516667,62
79.183333,-105.233333,62
79.183333,-104.950000,62
79.183333,-104.666667,62
79.183333,-104.383333,62
79.183333,-104.100000,62
79.183333,-103.816667,62
79.183333,-103.533333,62
79.183333,-103.250000,62
79.183333,-102.966667,62
79.183333,-91.350000,62
79.183333,-91.066667,62
79.183333,-90.783333,62
79.183333,-90.500000,62
79.183333,-90.216667,62
79.183333,-89.933333,62
79.183333,-89.650000,62
79.183333,-89.366667,62
79.183333,-89.083333,62
79.183333,-88.800000,62
79.183333,-88.516667,62
79.183333,-88.233333,62
79.183333,-87.950000,62
79.183333,-87.666667,62
79.183333,-87.383333,62
79.183333,-87.100000,62
79.183333,-86.816667,62
79.183333,-86.533333,62
79.183333,-86.250000,62
79.183333,-85.966667,62
79.183333,-85.683333,62
79.183333,-85.400000,62
79.183333,-83.983333,62
79.183333,-83.700000,62
79.183333,-83.416667,62
79.183333,-83.133333,62
79.183333,-82.850000,62
79.183333,-82.566667,62
79.183333,-82.283333,62
79.183333,-82.000000,62
79.183333,-81.716667,62
79.183333,-81.433333,62
79.183333,-81.150000,62
79.183333,-80.866667,62
79.183333,-80.583333,62
79.183333,-80.300000,62
79.183333,-80.016667,62
79.183333,-79.733333,62
79.183333,-79.450000,62
79.183333,-79.166667,62
79.183333,-78.883333,62
79.183333,-78.600000,62
79.183333,-78.316667,62
79.183333,-75.766667,62
79.183333,-75.483333,62
79.183333,-75.200000,62
79.183333,-74.916667,62
78.900000,-104.666667,62
78.900000,-103.816667,62
78.900000,-103.533333,62
78.900000,-103.250000,62
78.900000,-102.966667,62
